OBJECTID,INCIDENT_TYPE,REPORT_TAKEN_DATE_EST,YEAR,DATA_TYPE,SUBJECT_RACE,SUBJECT_SEX,SUBJECT_ETHNICITY,BLOCK_ADDRESS,RECODE_ADD,INCIDENT_LOCATION_DISTRICT,INCIDENT_LOCATION_PSA,AGE,WARD,VOTE_PRECINCT,ADVIS_NEIGH_COMMIS,POLICE_DISTRICT,SINGLE_MEMBER_DISTRICT,POLICE_SERVICE AREA,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER
16503,Stop & Frisk,2012-11-20T08:41:00.000Z,2012,Person,Unknown,Male,Not Hispanic Or Latino,100 B/O Q ST SW,100 Q ST SW,1D,105,,,,,,,,,
16504,Stop & Frisk,2012-11-20T10:50:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,700 B/O H ST NE,700 H ST NE,1D,104,20,,,,,,,,
16505,Stop & Frisk,2012-11-20T16:30:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,2500 B/O SHERIDAN RD SE,2500 SHERIDAN RD SE,7D,703,33,,,,,,,,
16506,Stop & Frisk,2012-11-20T19:29:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,500 B/O PARK RD NW,500 PARK RD NW,3D,302,40,,,,,,,,
16507,Stop & Frisk,2012-11-20T19:47:00.000Z,2012,,,,,2700 B/O LANGSTON PL SE,2700 LANGSTON PL SE,7D,702,,,,,,,,,
16508,Stop & Frisk,2012-11-20T21:22:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,1200 B/O SUMNER RD SE,1200 SUMNER RD SE,7D,703,27,,,,,,,,
16509,Stop & Frisk,2012-11-20T21:22:00.000Z,2012,Person,Black,Female,Not Hispanic Or Latino,1200 B/O SUMNER RD SE,1200 SUMNER RD SE,7D,703,21,,,,,,,,
16510,Stop & Frisk,2012-11-21T13:40:00.000Z,2012,Person,White,Male,Unknown,200 B/O L ST NW,200 L ST NW,1D,103,32,,,,,,,,
16511,Stop & Frisk,2012-11-21T20:30:00.000Z,2012,Person,Unknown,Unknown,Unknown,16TH ST NW / LAMONT ST NW,16TH ST NW / LAMONT ST NW,4D,408,,,,,,,,,
16512,Stop & Frisk,2012-11-21T20:30:00.000Z,2012,Person,Unknown,Male,Hispanic Or Latino,16TH ST NW / LAMONT ST NW,16TH ST NW / LAMONT ST NW,4D,408,Juvenile,,,,,,,,
16513,Stop & Frisk,2012-11-21T22:11:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,900 B/O EVARTS ST NE,900 EVARTS ST NE,5D,504,22,,,,,,,,
16514,Stop & Frisk,2012-11-22T10:38:00.000Z,2012,Person,Black,Male,Unknown,4100 B/O MINNESOTA AVE NE,4100 MINNESOTA AVE NE,6D,602,38,,,,,,,,
16515,Stop & Frisk,2012-11-22T16:22:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,2900 B/O SOUTHERN AVE SE,2900 SOUTHERN AVE SE,7D,702,20,,,,,,,,
16516,Stop & Frisk,2012-11-23T03:19:00.000Z,2012,Person,Black,Male,Unknown,19TH ST NW / K ST NW,19TH ST NW / K ST NW,2D,207,32,,,,,,,,
16517,Stop & Frisk,2012-11-23T04:07:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,CONNECTICUT AVE NW / M ST NW,CONNECTICUT AVE NW / M ST NW,2D,208,30,,,,,,,,
16518,Stop & Frisk,2016-12-24T19:39:54.000Z,2016,Person,Black,Male,Unknown,500 B/O H STREET NW,500 H STREET NW,1D,102,18,,,,,,,,
16519,Stop & Frisk,2016-12-24T20:15:15.000Z,2016,Person,Black,Male,Unknown,700 B/O 49TH STREET NE,700 49TH STREET NE,6D,602,33,,,,,,,,
16520,Stop & Frisk,2016-12-24T23:23:27.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2700 B/O 10TH STREET NE,2700 10TH STREET NE,5D,504,23,,,,,,,,
16521,Stop & Frisk,2016-12-25T00:20:21.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,600 B/O F STREET NW,600 F STREET NW,1D,102,25,,,,,,,,
16522,Stop & Frisk,2016-12-25T00:37:04.000Z,2016,Person,Black,Male,Unknown,4900 B/O AYERS PLACE SE,4900 AYERS PLACE SE,6D,604,23,,,,,,,,
16523,Stop & Frisk,2016-12-25T04:28:17.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,5200 B/O BLAINE STREET NE,5200 BLAINE STREET NE,6D,608,27,,,,,,,,
16524,Stop & Frisk,2016-12-25T11:24:05.000Z,2016,Person,Black,Male,Unknown,3700 B/O 12TH STREET NE,3700 12TH STREET NE,5D,504,47,,,,,,,,
16525,Stop & Frisk,2016-12-25T16:43:53.000Z,2016,Person,Black,Male,Unknown,4000 B/O MINNESOTA AVENUE NE,4000 MINNESOTA AVENUE NE,6D,602,21,,,,,,,,
16526,Stop & Frisk,2016-12-25T17:48:14.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,700 B/O I STREET SE,700 I STREET SE,1D,106,33,,,,,,,,
16527,Stop & Frisk,2016-12-25T20:54:04.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,1300 B/O COLUMBIA ROAD NW,1300 COLUMBIA ROAD NW,3D,302,35,,,,,,,,
16528,Stop & Frisk,2016-12-26T17:48:41.000Z,2016,Person,Black,Male,Unknown,200 B/O 37TH PLACE SE,200 37TH PLACE SE,6D,603,26,,,,,,,,
16529,Stop & Frisk,2016-12-26T20:57:56.000Z,2016,Person,Black,Male,Unknown,1200 B/O RHODE ISLAND AVENUE NE,1200 RHODE ISLAND AVENUE NE,5D,504,29,,,,,,,,
16530,Stop & Frisk,2016-12-27T03:08:12.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,700 B/O 7TH STREET NW,700 7TH STREET NW,1D,102,,,,,,,,,
16531,Stop & Frisk,2016-12-27T05:07:47.000Z,2016,Person,White,Male,Hispanic Or Latino,1200 B/O RANDOLPH STREET NW,1200 RANDOLPH STREET NW,4D,404,22,,,,,,,,
16532,Stop & Frisk,2016-12-27T19:12:29.000Z,2016,Person,Black,Male,Unknown,3900 B/O PENNSYLVANIA AVENUE SE,3900 PENNSYLVANIA AVENUE SE,6D,605,33,,,,,,,,
16533,Stop & Frisk,2016-12-27T20:08:17.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,1800 B/O 6TH STREET NW,1800 6TH STREET NW,3D,306,28,,,,,,,,
16534,Stop & Frisk,2016-12-27T21:35:50.000Z,2016,Person,White,Male,Not Hispanic Or Latino,700 B/O 14TH STREET NW,700 14TH STREET NW,2D,207,33,,,,,,,,
16535,Stop & Frisk,2016-12-27T22:25:35.000Z,2016,Person,White,Male,Unknown,1400 B/O COLUMBIA ROAD NW,1400 COLUMBIA ROAD NW,3D,302,60,,,,,,,,
16536,Stop & Frisk,2015-12-15T17:25:58.000Z,2015,Person,Black,Male,Not Hispanic Or Latino,5500 B/O 16TH STREET NW,5500 16TH STREET NW,4D,403,Juvenile,,,,,,,,
16537,Stop & Frisk,2015-12-15T17:25:58.000Z,2015,Person,Black,Male,Not Hispanic Or Latino,5500 B/O 16TH STREET NW,5500 16TH STREET NW,4D,403,Juvenile,,,,,,,,
16538,Stop & Frisk,2015-12-15T17:25:58.000Z,2015,Person,Black,Male,Unknown,5500 B/O 16TH STREET NW,5500 16TH STREET NW,4D,403,Juvenile,,,,,,,,
16539,Stop & Frisk,2015-12-15T17:25:58.000Z,2015,Person,Black,Male,Unknown,5500 B/O 16TH STREET NW,5500 16TH STREET NW,4D,403,Juvenile,,,,,,,,
16540,Stop & Frisk,2015-12-15T17:47:35.000Z,2015,Person,Black,Male,Unknown,1200 B/O FLORIDA AVENUE NE,1200 FLORIDA AVENUE NE,5D,506,49,,,,,,,,
16541,Stop & Frisk,2015-12-15T19:01:15.000Z,2015,Person,White,Male,Hispanic Or Latino,5400 B/O ILLINOIS AVENUE NW,5400 ILLINOIS AVENUE NW,4D,403,21,,,,,,,,
16542,Stop & Frisk,2015-12-15T19:01:15.000Z,2015,Person,White,Male,Hispanic Or Latino,5400 B/O ILLINOIS AVENUE NW,5400 ILLINOIS AVENUE NW,4D,403,18,,,,,,,,
16543,Stop & Frisk,2015-12-15T19:01:57.000Z,2015,Person,Black,Male,Unknown,1900 B/O BLADENSBURG ROAD NE,1900 BLADENSBURG ROAD NE,5D,506,20,,,,,,,,
16544,Stop & Frisk,2015-12-15T21:31:58.000Z,2015,Person,Black,Male,Unknown,3900 B/O MINNESOTA AVENUE NE,3900 MINNESOTA AVENUE NE,6D,603,,,,,,,,,
16545,Stop & Frisk,2015-12-15T21:35:59.000Z,2015,Person,Black,Male,Unknown,1400 B/O BRENTWOOD ROAD NE,1400 BRENTWOOD ROAD NE,5D,504,23,,,,,,,,
16546,Stop & Frisk,2015-12-15T22:27:39.000Z,2015,Person,Black,Male,Not Hispanic Or Latino,300 B/O DECATUR STREET NW,300 DECATUR STREET NW,4D,407,22,,,,,,,,
16547,Stop & Frisk,2016-05-21T02:22:03.000Z,2016,Person,Black,Female,Not Hispanic Or Latino,2600 B/O STANTON ROAD SE,2600 STANTON ROAD SE,7D,703,26,,,,,,,,
16548,Stop & Frisk,2016-05-21T13:32:51.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,5600 B/O CENTRAL AVENUE SE,5600 CENTRAL AVENUE SE,6D,604,46,,,,,,,,
16549,Stop & Frisk,2016-05-21T16:25:18.000Z,2016,Person,Black,Male,Unknown,2600 B/O ELVANS ROAD SE,2600 ELVANS ROAD SE,7D,703,22,,,,,,,,
16550,Stop & Frisk,2016-05-21T16:41:10.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,3800 B/O MINNESOTA AVENUE NE,3800 MINNESOTA AVENUE NE,6D,603,27,,,,,,,,
16551,Stop & Frisk,2016-05-21T18:34:22.000Z,2016,Person,White,Female,Unknown,1900 B/O WISCONSIN AVENUE NW,1900 WISCONSIN AVENUE NW,2D,206,,,,,,,,,
16552,Stop & Frisk,2016-05-21T20:47:38.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,5400 B/O GEORGIA AVENUE NW,5400 GEORGIA AVENUE NW,4D,403,29,,,,,,,,
16553,Stop & Frisk,2016-05-22T00:20:00.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,900 B/O BLADENSBURG ROAD NE,900 BLADENSBURG ROAD NE,5D,506,34,,,,,,,,
16554,Stop & Frisk,2016-05-22T00:32:37.000Z,2016,Person,Black,Male,Unknown,3500 B/O WHEELER ROAD SE,3500 WHEELER ROAD SE,7D,705,19,,,,,,,,
16555,Stop & Frisk,2016-05-22T04:11:36.000Z,2016,Person,Black,Male,Unknown,2000 B/O GEORGIA AVENUE NW,2000 GEORGIA AVENUE NW,3D,305,55,,,,,,,,
16556,Stop & Frisk,2016-05-22T04:11:36.000Z,2016,Person,Black,Male,Unknown,2000 B/O GEORGIA AVENUE NW,2000 GEORGIA AVENUE NW,3D,305,26,,,,,,,,
16557,Stop & Frisk,2016-05-22T04:11:36.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2000 B/O GEORGIA AVENUE NW,2000 GEORGIA AVENUE NW,3D,305,19,,,,,,,,
16558,Stop & Frisk,2016-05-22T04:40:49.000Z,2016,Person,Black,Male,Unknown,1800 B/O JEFFERSON PLACE NW,1800 JEFFERSON PLACE NW,2D,208,29,,,,,,,,
16559,Stop & Frisk,2016-05-22T17:18:22.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2000 B/O I STREET NE,2000 I STREET NE,5D,507,21,,,,,,,,
16560,Stop & Frisk,2016-05-22T17:29:59.000Z,2016,Person,Black,Male,Unknown,2700 B/O NEW YORK AVENUE NE,2700 NEW YORK AVENUE NE,5D,503,22,,,,,,,,
16561,Stop & Frisk,2016-05-22T20:46:56.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,600 B/O H STREET NE,600 H STREET NE,1D,104,21,,,,,,,,
16562,Stop & Frisk,2016-05-22T21:13:53.000Z,2016,Person,Unknown,Male,Hispanic Or Latino,3100 B/O 14TH STREET NW,3100 14TH STREET NW,3D,302,23,,,,,,,,
16563,Stop & Frisk,2016-05-22T21:16:20.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2400 B/O WAGNER STREET SE,2400 WAGNER STREET SE,7D,702,19,,,,,,,,
16564,Stop & Frisk,2016-05-22T21:16:20.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2400 B/O WAGNER STREET SE,2400 WAGNER STREET SE,7D,702,20,,,,,,,,
16565,Stop & Frisk,2016-05-22T21:16:20.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2400 B/O WAGNER STREET SE,2400 WAGNER STREET SE,7D,702,18,,,,,,,,
16566,Stop & Frisk,2016-05-22T22:14:26.000Z,2016,Person,Black,Male,Unknown,4700 B/O SOUTH CAPITOL STREET SE,4700 SOUTH CAPITOL STREET SE,7D,708,26,,,,,,,,
16567,Stop & Frisk,2016-05-22T23:49:34.000Z,2016,Person,Black,Male,Unknown,100 B/O T STREET NE,100 T STREET NE,5D,502,22,,,,,,,,
16568,Stop & Frisk,2016-05-22T23:49:34.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,100 B/O T STREET NE,100 T STREET NE,5D,502,24,,,,,,,,
16569,Stop & Frisk,2016-05-22T23:49:34.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,100 B/O T STREET NE,100 T STREET NE,5D,502,25,,,,,,,,
16570,Stop & Frisk,2016-05-22T23:49:34.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,100 B/O T STREET NE,100 T STREET NE,5D,502,36,,,,,,,,
16571,Stop & Frisk,2016-05-23T00:43:29.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,600 B/O H STREET NW,600 H STREET NW,1D,102,44,,,,,,,,
16572,Stop & Frisk,2016-05-23T00:43:29.000Z,2016,Person,Black,Male,Unknown,600 B/O H STREET NW,600 H STREET NW,1D,102,33,,,,,,,,
16573,Stop & Frisk,2016-05-23T00:43:29.000Z,2016,Person,Black,Male,Unknown,600 B/O H STREET NW,600 H STREET NW,1D,102,43,,,,,,,,
16574,Stop & Frisk,2016-05-23T00:55:40.000Z,2016,Person,Unknown,Male,Unknown,900 B/O SHERIDAN STREET NW,900 SHERIDAN STREET NW,4D,402,31,,,,,,,,
16575,Stop & Frisk,2016-05-23T07:13:07.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2600 B/O MARTIN LUTHER KING JR AVENUE SE,2600 MARTIN LUTHER KING JR AVENUE SE,7D,703,25,,,,,,,,
16576,Stop & Frisk,2016-05-23T16:53:01.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,400 B/O M STREET NW,400 M STREET NW,3D,308,54,,,,,,,,
16577,Stop & Frisk,2016-05-23T20:35:46.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,3500 B/O MINNESOTA AVENUE SE,3500 MINNESOTA AVENUE SE,6D,603,44,,,,,,,,
16578,Stop & Frisk,2016-05-23T21:49:49.000Z,2016,Person,Black,Female,Unknown,2700 B/O WADE ROAD SE,2700 WADE ROAD SE,7D,703,45,,,,,,,,
16579,Stop & Frisk,2016-05-24T00:49:31.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,4700 B/O SOUTH CAPITOL STREET SE,4700 SOUTH CAPITOL STREET SE,7D,708,25,,,,,,,,
16580,Stop & Frisk,2016-05-24T02:18:33.000Z,2016,Person,Black,Female,Not Hispanic Or Latino,600 B/O F STREET NW,600 F STREET NW,1D,102,Juvenile,,,,,,,,
16581,Stop & Frisk,2016-05-24T02:18:33.000Z,2016,Person,Black,Male,Unknown,600 B/O F STREET NW,600 F STREET NW,1D,102,18,,,,,,,,
16582,Stop & Frisk,2016-05-24T03:47:46.000Z,2016,Person,Unknown,Male,Hispanic Or Latino,3400 B/O 14TH STREET NW,3400 14TH STREET NW,4D,409,38,,,,,,,,
16583,Stop & Frisk,2016-05-24T18:08:46.000Z,2016,,,,,400 B/O MASSACHUSETTS AVENUE NW,400 MASSACHUSETTS AVENUE NW,1D,102,,,,,,,,,
16584,Stop & Frisk,2016-05-24T18:34:33.000Z,2016,Person,Black,Male,Unknown,3900 B/O BENNING ROAD NE,3900 BENNING ROAD NE,6D,603,22,,,,,,,,
16585,Stop & Frisk,2016-05-24T18:34:33.000Z,2016,Person,Unknown,Male,Unknown,3900 B/O BENNING ROAD NE,3900 BENNING ROAD NE,6D,603,,,,,,,,,
16586,Stop & Frisk,2016-05-24T18:51:31.000Z,2016,Person,Black,Male,Unknown,1000 B/O RHODE ISLAND AVENUE NW,1000 RHODE ISLAND AVENUE NW,3D,307,61,,,,,,,,
16587,Stop & Frisk,2016-05-24T19:34:41.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,200 B/O 36TH STREET NE,200 36TH STREET NE,6D,603,20,,,,,,,,
16588,Stop & Frisk,2016-05-24T19:37:32.000Z,2016,Person,Black,Male,Unknown,3800 B/O HAYES STREET NE,3800 HAYES STREET NE,6D,601,21,,,,,,,,
16589,Stop & Frisk,2016-05-24T20:01:17.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2500 B/O GOOD HOPE ROAD SE,2500 GOOD HOPE ROAD SE,7D,702,45,,,,,,,,
16590,Stop & Frisk,2016-05-24T21:23:12.000Z,2016,Person,Black,Male,Unknown,1300 B/O K STREET NW,1300 K STREET NW,1D,101,34,,,,,,,,
16591,Stop & Frisk,2016-07-22T03:37:25.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,3900 B/O 14TH STREET NW,3900 14TH STREET NW,4D,404,,,,,,,,,
16592,Stop & Frisk,2016-07-22T05:51:11.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2000 B/O 14TH STREET NW,2000 14TH STREET NW,3D,301,24,,,,,,,,
16593,Stop & Frisk,2016-07-22T05:51:11.000Z,2016,Person,White,Male,Hispanic Or Latino,2000 B/O 14TH STREET NW,2000 14TH STREET NW,3D,301,18,,,,,,,,
16594,Stop & Frisk,2016-07-02T18:28:00.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,1300 B/O 1ST STREET SW,1300 1ST STREET SW,1D,105,23,,,,,,,,
16595,Stop & Frisk,2016-07-22T14:21:05.000Z,2016,Person,Black,Male,Unknown,1100 B/O EASTERN AVENUE NE,1100 EASTERN AVENUE NE,6D,602,50,,,,,,,,
16596,Stop & Frisk,2016-07-22T14:21:05.000Z,2016,Person,Black,Male,Unknown,1100 B/O EASTERN AVENUE NE,1100 EASTERN AVENUE NE,6D,602,40,,,,,,,,
16597,Stop & Frisk,2016-07-22T18:20:26.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,500 B/O RIGGS ROAD NE,500 RIGGS ROAD NE,4D,406,Juvenile,,,,,,,,
16598,Stop & Frisk,2016-07-22T21:37:05.000Z,2016,Person,White,Male,Unknown,6200 B/O GEORGIA AVENUE NW,6200 GEORGIA AVENUE NW,4D,402,30,,,,,,,,
16599,Stop & Frisk,2016-07-22T22:46:19.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,400 B/O FLORIDA AVENUE NW,400 FLORIDA AVENUE NW,5D,501,26,,,,,,,,
16600,Stop & Frisk,2016-07-22T22:51:03.000Z,2016,Person,Black,Unknown,Not Hispanic Or Latino,1400 B/O H STREET NE,1400 H STREET NE,1D,104,,,,,,,,,
16601,Stop & Frisk,2016-07-23T01:23:12.000Z,2016,Person,White,Male,Unknown,800 B/O K STREET NW,800 K STREET NW,1D,102,23,,,,,,,,
16602,Stop & Frisk,2016-07-23T03:24:13.000Z,2016,Person,Black,Male,Unknown,2200 B/O 18TH STREET NW,2200 18TH STREET NW,3D,303,Juvenile,,,,,,,,
16603,Stop & Frisk,2016-07-23T03:24:13.000Z,2016,Person,Black,Male,Unknown,2200 B/O 18TH STREET NW,2200 18TH STREET NW,3D,303,18,,,,,,,,
16604,Stop & Frisk,2016-07-23T03:24:13.000Z,2016,Person,Black,Female,Unknown,2200 B/O 18TH STREET NW,2200 18TH STREET NW,3D,303,19,,,,,,,,
16605,Stop & Frisk,2016-08-29T05:35:52.000Z,2016,Person,White,Female,Not Hispanic Or Latino,1400 B/O CONSTITUTION AVENUE NW,1400 CONSTITUTION AVENUE NW,2D,207,24,,,,,,,,
16606,Stop & Frisk,2016-08-29T05:35:52.000Z,2016,Person,White,Male,Not Hispanic Or Latino,1400 B/O CONSTITUTION AVENUE NW,1400 CONSTITUTION AVENUE NW,2D,207,20,,,,,,,,
16607,Stop & Frisk,2016-08-29T05:35:52.000Z,2016,Person,White,Female,Not Hispanic Or Latino,1400 B/O CONSTITUTION AVENUE NW,1400 CONSTITUTION AVENUE NW,2D,207,21,,,,,,,,
16608,Stop & Frisk,2016-08-29T08:12:29.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,5300 B/O EAST CAPITOL STREET NE,5300 EAST CAPITOL STREET NE,6D,608,22,,,,,,,,
16609,Stop & Frisk,2016-08-29T11:52:37.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2100 B/O MARTIN LUTHER KING JR AVENUE SE,2100 MARTIN LUTHER KING JR AVENUE SE,7D,701,31,,,,,,,,
16610,Stop & Frisk,2016-08-29T11:52:37.000Z,2016,Person,Black,Male,Unknown,2100 B/O MARTIN LUTHER KING JR AVENUE SE,2100 MARTIN LUTHER KING JR AVENUE SE,7D,701,60,,,,,,,,
16611,Stop & Frisk,2016-08-29T13:51:04.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,1500 B/O MARYLAND AVENUE NE,1500 MARYLAND AVENUE NE,5D,507,Juvenile,,,,,,,,
16612,Stop & Frisk,2016-08-29T16:31:08.000Z,2016,Person,Black,Male,Unknown,1300 B/O CONNECTICUT AVENUE NW,1300 CONNECTICUT AVENUE NW,2D,208,,,,,,,,,
16613,Stop & Frisk,2016-08-29T17:15:57.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,3400 B/O 4TH STREET SE,3400 4TH STREET SE,7D,707,Juvenile,,,,,,,,
16614,Stop & Frisk,2016-08-29T20:13:07.000Z,2016,Person,Black,Male,Unknown,500 B/O H STREET NW,500 H STREET NW,1D,102,54,,,,,,,,
16615,Stop & Frisk,2016-08-30T00:57:27.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,300 B/O PARKLAND PLACE SE,300 PARKLAND PLACE SE,7D,707,19,,,,,,,,
16616,Stop & Frisk,2016-08-30T01:15:28.000Z,2016,Person,Black,Male,Hispanic Or Latino,2400 B/O 15TH STREET NW,2400 15TH STREET NW,3D,304,39,,,,,,,,
16617,Stop & Frisk,2016-08-30T02:04:45.000Z,2016,Person,Unknown,Female,Hispanic Or Latino,1600 B/O IRVING STREET NW,1600 IRVING STREET NW,4D,408,26,,,,,,,,
16618,Stop & Frisk,2016-08-30T02:15:05.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,500 B/O MASSACHUSETTS AVENUE NW,500 MASSACHUSETTS AVENUE NW,1D,102,,,,,,,,,
16619,Stop & Frisk,2016-08-30T02:15:05.000Z,2016,Person,White,Female,Not Hispanic Or Latino,500 B/O MASSACHUSETTS AVENUE NW,500 MASSACHUSETTS AVENUE NW,1D,102,22,,,,,,,,
16620,Stop & Frisk,2016-08-30T02:15:05.000Z,2016,Person,White,Male,Hispanic Or Latino,500 B/O MASSACHUSETTS AVENUE NW,500 MASSACHUSETTS AVENUE NW,1D,102,56,,,,,,,,
16621,Stop & Frisk,2016-08-30T09:30:42.000Z,2016,Person,Black,Female,Not Hispanic Or Latino,100 B/O O STREET NW,100 O STREET NW,5D,501,34,,,,,,,,
16622,Stop & Frisk,2016-08-30T19:03:00.000Z,2016,Person,Black,Male,Unknown,3700 B/O GEORGIA AVENUE NW,3700 GEORGIA AVENUE NW,4D,404,Juvenile,,,,,,,,
16623,Stop & Frisk,2016-08-30T19:28:02.000Z,2016,Person,Black,Male,Unknown,1100 B/O SOUTH CAPITOL STREET SW,1100 SOUTH CAPITOL STREET SW,1D,105,45,,,,,,,,
16624,Stop & Frisk,2016-08-30T21:28:04.000Z,2016,Person,Black,Male,Unknown,0 B/O 19TH STREET SE,0 19TH STREET SE,1D,108,32,,,,,,,,
16625,Stop & Frisk,2016-08-30T22:52:56.000Z,2016,Person,Unknown,Male,Unknown,3200 B/O HIATT PLACE NW,3200 HIATT PLACE NW,3D,302,22,,,,,,,,
16626,Stop & Frisk,2016-08-31T12:51:34.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,1500 B/O R STREET NW,1500 R STREET NW,3D,301,33,,,,,,,,
16627,Stop & Frisk,2016-08-31T13:17:40.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,200 B/O 7TH STREET SE,200 7TH STREET SE,1D,107,44,,,,,,,,
16628,Stop & Frisk,2016-08-31T17:13:27.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,3700 B/O 9TH STREET NW,3700 9TH STREET NW,4D,404,21,,,,,,,,
16629,Stop & Frisk,2016-08-31T23:22:12.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2500 B/O ELVANS ROAD SE,2500 ELVANS ROAD SE,7D,703,41,,,,,,,,
16630,Stop & Frisk,2016-09-01T02:37:37.000Z,2016,Person,Black,Male,Unknown,500 B/O L STREET NW,500 L STREET NW,1D,102,45,,,,,,,,
16631,Stop & Frisk,2016-09-01T02:37:37.000Z,2016,Person,Black,Male,Unknown,500 B/O L STREET NW,500 L STREET NW,1D,102,60,,,,,,,,
16632,Stop & Frisk,2016-09-01T03:19:50.000Z,2016,Person,Black,Male,Unknown,200 B/O 36TH STREET SE,200 36TH STREET SE,6D,603,19,,,,,,,,
16633,Stop & Frisk,2016-09-01T06:44:41.000Z,2016,Person,Unknown,Male,Unknown,700 B/O FAIRMONT STREET NW,700 FAIRMONT STREET NW,3D,304,36,,,,,,,,
16634,Stop & Frisk,2016-09-01T07:34:55.000Z,2016,,,,,3500 B/O MINNESOTA AVENUE SE,3500 MINNESOTA AVENUE SE,6D,603,,,,,,,,,
16635,Stop & Frisk,2016-09-01T10:44:15.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,1400 B/O BRENTWOOD PARKWAY NE,1400 BRENTWOOD PARKWAY NE,5D,506,,,,,,,,,
16636,Stop & Frisk,2016-09-01T10:44:15.000Z,2016,Person,Black,Male,Hispanic Or Latino,1400 B/O BRENTWOOD PARKWAY NE,1400 BRENTWOOD PARKWAY NE,5D,506,,,,,,,,,
16637,Stop & Frisk,2016-09-01T10:44:15.000Z,2016,Person,White,Female,Not Hispanic Or Latino,1400 B/O BRENTWOOD PARKWAY NE,1400 BRENTWOOD PARKWAY NE,5D,506,37,,,,,,,,
16638,Stop & Frisk,2016-09-01T14:33:41.000Z,2016,Person,Black,Male,Not Hispanic Or Latino,2800 B/O ALABAMA AVENUE SE,2800 ALABAMA AVENUE SE,6D,606,36,,,,,,,,
16639,Stop & Frisk,2016-09-01T20:38:01.000Z,2016,Person,Black,Male,Unknown,1200 B/O T STREET NW,1200 T STREET NW,3D,305,Juvenile,,,,,,,,
16640,Stop & Frisk,2016-09-01T20:38:01.000Z,2016,Person,Black,Male,Unknown,1200 B/O T STREET NW,1200 T STREET NW,3D,305,21,,,,,,,,
16641,Stop & Frisk,2016-09-01T20:38:01.000Z,2016,Person,Black,Male,Unknown,1200 B/O T STREET NW,1200 T STREET NW,3D,305,19,,,,,,,,
16642,Stop & Frisk,2016-09-01T20:56:35.000Z,2016,Person,Black,Male,Unknown,400 B/O 2ND STREET NW,400 2ND STREET NW,1D,103,43,,,,,,,,
16643,Stop & Frisk,2016-09-01T20:56:35.000Z,2016,Person,Black,Male,Unknown,400 B/O 2ND STREET NW,400 2ND STREET NW,1D,103,36,,,,,,,,
